local_index,pac_vertex_index,runtime_vertex_index,pac_x,pac_y,pac_z,runtime_x,runtime_y,runtime_z,delta_len,pac_raw40_hex,runtime_raw40_hex
2509,8279,54501,1.041752718,1.494881388,2.898336171,0.000003566,0.895560184,-1.358547456,4.423288982,87a97b32b650ae5214674c061310300014342000a6430b0a00000000ffffffff5e640e42ed03f98a,d83f1508e7168741643d3a350000d75691d1c7400328200007140000b723141100000000fffff9ff
2510,8280,54502,1.016262497,1.491789257,2.902075579,0.059339564,1.009803373,-1.615128319,4.642536262,f1a64332c350f452fc9a4b441310300014342000a53e0e0d00000000ffffffff8768e547390653b2,dd452a106b13b829733d7034e942aa57c35efb07072830000518200058514f0601000000fffffaff
2511,8281,54503,1.150567470,1.599903401,2.906677926,0.100077713,0.921456780,-1.330933372,4.418276594,91b4e939d3505b52e58e2f241310400103340000c133060401000000ffffffff0269b9472806c774,ff49ea0947178b4e773d51350a46bf567cbdeb450328200007000000c11f150900000000fffff9ff
2512,8282,54504,1.026889840,1.519287134,2.915882620,0.068657742,0.991581888,-2.569827742,5.593719672,05a83534f3506f52050f45251310400103340000c82d060400000000ffffffff5e67714219062779,cf46e00e74067844743dfb2eff436a592fe51d4d06147000080000009c63000000000000fffffeff
2513,8283,54505,1.029816210,1.501507382,2.919046734,0.037276276,0.983299395,-2.638287659,5.669007020,51a8f332fe50ae52c7ea680a1310400103342000a547090900000000ffffffff1b5a085fb913a8e9,a0434a0e8605113e683d6c2e574085593a1d1d490614700000000000b44b000000000000ffffffff
2514,8284,54506,1.175287594,1.614922322,2.689792308,0.292216995,1.065296077,-1.226229971,4.051806163,13b7f93ae14ddb4f4d031e7404343000134040019d5f030000000000ffffffffe5669343f406eda5,7d5d1714b3187f43a83d9635794c5856f335fe4b0308a00007240000d217130200000000fffffeff
2515,8285,54507,1.148449702,1.597473870,2.907828513,0.478234003,1.594823472,-1.296128121,4.257046803,5ab4bd39d7508052aaeafe111310300014342000b13f070701000000ffffffffeb67ad429004b351,5c708d39c01751b4c93f9634e94f5a566dcd2f1e0324a000084c7000ae3f120000000000ffffffff
2516,8286,54508,0.997318103,1.504047347,2.924224375,0.072007665,0.864859743,-2.020710177,5.071206752,05a521331051fa52e72f8e5b131030001434c001c729080700000000ffffffffec5b845d761160e8,2647e905e90df031703d873231448c58bed69b07051c60000a0000008943320100000000fffff6ff
2517,8287,54509,1.172553748,1.613652340,2.721145799,0.158066041,0.897879282,-2.108442423,4.986625991,ccb6e23a4e4e23503cc7ac380434300013500001b842040100000000ffffffff425ada5cb41228e1,e14f3f08b80cb93f833d0b329a48b0580c666d08051870000a200000973e2a0000000000fffff7ff
2518,8288,54510,1.173824409,1.613431473,2.694969949,0.108972337,0.853485119,-2.115058297,4.984756777,edb6de3af34d06508dc3fe700434300013500001b04b040100000000ffffffffea583661ca1850f4,e64a1b05a10cf746773dfe315846b658a9691c46051870000a000000953b2f0000000000fffff6ff
